District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,,,,
BALLARI,BELLARY TRAFFIC PS,2020,2024,4,161,92,69,57.14285714,40.25,0.006132756,0.026829992,97.31700077,15.32785967,76.73718151,,27.60429293,,0.026829992
BALLARI,COWLBAZAR PS,2018,2024,7,325,167,158,51.38461538,46.42857143,0.007123388,0.048939828,95.10601719,15.15636929,76.84078894,,50.10498637,,0.048939828
BALLARI,BALLARI WOMEN PS,2019,2024,5,223,121,102,54.26008969,44.6,0.006830207,0.035379345,96.46206549,15.15541765,76.91526662,,36.30478114,,0.035379345
BALLARI,CHORANURU PS,2022,2024,3,141,74,67,52.4822695,47,0.007215007,0.02152454,97.84754603,14.95818624,76.5177285,,22.20505051,,0.02152454
BALLARI,SANDUR PS,2019,2024,4,181,100,81,55.24861878,45.25,0.006934424,0.029188854,97.08111465,15.07785142,76.51879304,,30.0048541,,0.029188854
BALLARI,THORANAGAL PS,2017,2024,5,252,134,118,53.17460317,50.4,0.007760141,0.039212238,96.07877618,15.18994566,76.6618623,,40.2054321,,0.039212238
BALLARI,KUDUTHINI PS,2020,2024,4,214,112,102,52.3364486,53.5,0.008257175,0.032727228,96.72727719,15.2201744,76.73217042,,33.60578002,,0.032727228
BALLARI,TEKKALKOTA PS,2021,2024,3,183,98,85,53.55191257,61,0.009459676,0.028601013,97.13989869,15.52330015,76.66869682,,29.40662177,,0.028601013
BALLARI,APMC YARD PS,2023,2024,2,132,67,65,50.75757576,66,0.010261344,0.019463114,98.0536886,15.09801828,76.92261684,,20.10718294,,0.019463114
BALLARI,KURUGOD PS,2019,2024,6,374,204,170,54.54545455,62.33333333,0.009673454,0.059848765,94.0151235,15.33064451,76.83207995,,61.20677142,,0.059848765
BALLARI,KAMPLI PS,2020,2024,4,288,156,132,54.16666667,72,0.011223345,0.045699972,95.43000278,15.38435658,76.6039462,,46.80785634,,0.045699972
BALLARI,SIRIGERI PS,2019,2024,6,606,316,290,52.14521452,101,0.015873016,0.092869366,90.71306335,15.44098137,76.89156602,,94.81111111,,0.092869366
BALLARI,SIRUGUPPA PS,2021,2024,4,427,227,200,53.16159251,106.75,0.016794933,0.066633804,93.33661959,15.62324718,76.90375363,,68.11175645,,0.066633804
BALLARI,BRUCEPET PS,2020,2024,3,352,179,173,50.85227273,117.3333333,0.018491796,0.052485112,94.75148876,15.14246346,76.91332981,,53.71294426,,0.052485112
BALLARI,MOKA PS,2019,2024,5,617,320,297,51.86385737,123.4,0.019464486,0.094050992,90.59490083,15.27490646,77.04484375,,96.01362514,,0.094050992
BALLARI,BELLARY RURAL PS,2020,2024,4,543,293,250,53.95948435,135.75,0.021444605,0.086093058,91.39069419,15.13708912,76.87720353,,87.91501122,,0.086093058
BELAGAVI CITY,BELAGAVI CITY CEN CRIME PS,2018,2024,7,552,276,276,50,78.85714286,0.012322774,0.081075375,91.89246245,15.86372996,74.51927559,,82.80862594,,0.081075375
BELAGAVI CITY,KHADEBAZAR PS,2017,2024,7,626,325,301,51.91693291,89.42857143,0.014017728,0.095521189,90.44788112,15.85870302,74.51174969,,97.50981241,,0.095521189
BELAGAVI CITY,UDYAMBAG PS,2019,2024,6,553,289,264,52.26039783,92.16666667,0.014456737,0.084909097,91.50909033,15.81607168,74.49258849,,86.71011972,,0.084909097
BELAGAVI CITY,BELAGAVI CITY WOMEN PS,2019,2024,6,648,338,310,52.16049383,108,0.01699535,0.09935549,90.06445096,15.86134486,74.5191321,,101.4118967,,0.09935549
BELAGAVI CITY,CAMP PS,2019,2024,6,674,362,312,53.70919881,112.3333333,0.017690129,0.106430898,89.35691023,15.86149335,74.49347614,,108.6123831,,0.106430898
BELAGAVI CITY,TILAKWADI PS,2017,2024,7,888,465,423,52.36486486,126.8571429,0.020018782,0.136795738,86.32042619,15.82425111,74.51248158,,139.5140131,,0.136795738
BELAGAVI CITY,BELGAUM SOUTH TRAFFIC PS,2018,2024,7,893,495,398,55.43113102,127.5714286,0.020133306,0.145639479,85.43605214,15.84342482,74.5056336,,148.5140933,,0.145639479
BELAGAVI CITY,SHAHAPURA PS,2019,2024,6,843,448,395,53.14353499,140.5,0.022206189,0.131785834,86.82141656,15.83001285,74.51455062,,134.4155443,,0.131785834
BELAGAVI CITY,BAGEWADI PS,2018,2024,7,994,557,437,56.0362173,142,0.022446689,0.163917971,83.60820292,15.73302373,74.57393531,,167.1157127,,0.163917971
BELAGAVI CITY,BELGAUM NORTH TRAFFIC PS,2018,2024,7,1011,577,434,57.07220574,144.4285714,0.02283607,0.169814013,83.01859869,15.87320936,74.52646999,,173.1159852,,0.169814013
BELAGAVI CITY,MALAMARUTHI PS,2019,2024,6,1124,615,509,54.71530249,187.3333333,0.029715141,0.181020716,81.89792836,15.86991467,74.54134857,,184.5208006,,0.181020716
BELAGAVI CITY,MARIHAL PS,2019,2024,6,1133,624,509,55.07502207,188.8333333,0.029955641,0.18367398,81.63260197,15.89200668,74.6224274,,187.2209689,,0.18367398
BELAGAVI CITY,APMC YARD PS,2019,2024,6,1212,652,560,53.79537954,202,0.032066699,0.191929517,80.80704833,15.88320619,74.50886937,,195.6224467,,0.191929517
BELAGAVI CITY,MARKET PS,2019,2024,6,1559,809,750,51.89223861,259.8333333,0.041339319,0.238217725,76.17822754,15.85785202,74.51860117,,242.7289375,,0.238217725
BELAGAVI CITY,BELAGAVI RURAL PS,2019,2024,6,1527,828,699,54.22396857,254.5,0.040484207,0.243818122,75.61818778,15.79757615,74.46689,,248.4283389,,0.243818122
BELAGAVI CITY,KAKATI PS,2019,2024,6,1699,926,773,54.50264862,283.1666667,0.045080434,0.272710579,72.72894213,15.94623113,74.49219067,,277.8315563,,0.272710579
BELAGAVI DIST,BELAGAVI WOMEN PS,2022,2024,3,15,12,3,80,5,0.000481,0.003243007,99.67569932,15.66896842,75.14479592,,3.6003367,,0.003243007
BELAGAVI DIST,BELAGAVI CEN CRIME PS,2019,2024,6,278,139,139,50,46.33333333,0.007108118,0.040685733,95.93142667,16.11543278,74.78697428,,41.70497568,,0.040685733
BELAGAVI DIST,BASAWESHWAR CHOWK PS,2019,2024,6,489,266,223,54.39672802,81.5,0.012746513,0.07812778,92.18722203,16.42499443,74.38177511,,79.80892256,,0.07812778
BELAGAVI DIST,CHIKKODI TOWN TRAFFIC PS,2019,2024,6,486,281,205,57.81893004,81,0.012666346,0.082549555,91.74504446,16.4220302,74.58750606,,84.30886644,,0.082549555
BELAGAVI DIST,ANKALGI PS,2019,2024,6,595,324,271,54.45378151,99.16666667,0.015579071,0.095227474,90.47725259,16.03025063,74.70056482,,97.21090535,,0.095227474
BELAGAVI DIST,KHADAKALAT PS,2019,2024,6,588,324,264,55.10204082,98,0.015392015,0.095227345,90.47726546,16.42203742,74.4745456,,97.21077441,,0.095227345
BELAGAVI DIST,ANKALI PS,2019,2024,6,744,412,332,55.37634409,124,0.019560686,0.121171621,87.88283794,16.53781679,74.66981097,,123.6136925,,0.121171621
BELAGAVI DIST,DODDAWAD PS,2019,2024,6,773,418,355,54.07503234,128.8333333,0.020335631,0.122940886,87.7059114,15.68901204,74.91449552,,125.4142349,,0.122940886
BELAGAVI DIST,NESARGI PS,2019,2024,6,785,430,355,54.77707006,130.8333333,0.020656298,0.126478571,87.35214288,15.90302862,74.76614663,,129.0144594,,0.126478571
BELAGAVI DIST,NIPPANI RURAL PS,2019,2024,6,804,447,357,55.59701493,134,0.021164021,0.131490329,86.85096712,16.46676383,74.34226501,,134.1148148,,0.131490329
BELAGAVI DIST,NIPPANI TOWN PS,2019,2024,6,850,473,377,55.64705882,141.6666667,0.022393245,0.139155681,86.08443189,16.39258895,74.38048262,,141.9156753,,0.139155681
BELAGAVI DIST,GOKAK TOWN PS,2018,2024,7,1262,675,587,53.48652932,180.2857143,0.028585171,0.198707263,80.12927374,16.162058,74.82026743,,202.5200096,,0.198707263
BELAGAVI DIST,KUDACHI PS,2019,2024,6,1216,636,580,52.30263158,202.6666667,0.032173588,0.187212971,81.27870294,16.58838414,74.85790069,,190.8225215,,0.187212971
BELAGAVI DIST,KULGOD PS,2019,2024,6,1250,671,579,53.68,208.3333333,0.033082144,0.197531201,80.24687991,16.22304655,75.04942728,,201.3231575,,0.197531201
BELAGAVI DIST,NANDAGAD PS,2019,2024,6,1277,690,587,54.03288958,212.8333333,0.033803645,0.203132683,79.6867317,15.57078747,74.64131182,,207.0236626,,0.203132683
BELAGAVI DIST,SADALAGA PS,2019,2024,6,1265,694,571,54.86166008,210.8333333,0.033482978,0.204311617,79.56883827,16.52845402,74.47882596,,208.2234381,,0.204311617
BELAGAVI DIST,AIGALI PS,2019,2024,6,1294,705,589,54.48222566,215.6666667,0.034257923,0.207554826,79.24451737,16.76751357,75.24668078,,211.5239805,,0.207554826
BELAGAVI DIST,MUDALGI PS,2019,2024,6,1371,726,645,52.95404814,228.5,0.036315536,0.213746805,78.62531951,16.32660107,74.95703528,,217.8254209,,0.213746805
BELAGAVI DIST,KAGWAD PS,2018,2024,7,1508,850,658,56.36604775,215.4285714,0.034219749,0.250299165,74.97008348,16.68136288,74.81776158,,255.0239538,,0.250299165
BELAGAVI DIST,HUKKERI PS,2019,2024,6,1420,783,637,55.14084507,236.6666667,0.037624927,0.230550663,76.94493372,16.24927034,74.63318046,,234.9263374,,0.230550663
BELAGAVI DIST,KATKOL PS,2019,2024,6,1491,806,685,54.05767941,248.5,0.039522206,0.237332109,76.26678915,15.992072,75.19594849,,241.8276655,,0.237332109
BELAGAVI DIST,KITTUR PS,2019,2024,6,1478,821,657,55.54803789,246.3333333,0.039174817,0.2417537,75.82462995,15.63184569,74.7673656,,246.3274224,,0.2417537
BELAGAVI DIST,RAMADURGA PS,2019,2024,6,1495,821,674,54.91638796,249.1666667,0.039629095,0.241754013,75.82459871,15.94459082,75.34065186,,246.3277404,,0.241754013
BELAGAVI DIST,GOKAK RURAL PS,2019,2024,6,1566,850,716,54.27841635,261,0.041526375,0.250304191,74.9695809,16.1077279,74.81534101,,255.0290685,,0.250304191
BELAGAVI DIST,HARUGERI PS,2019,2024,6,1575,883,692,56.06349206,262.5,0.041766875,0.260032384,73.99676157,16.47999368,74.93383493,,264.9292368,,0.260032384
BELAGAVI DIST,MURGOD PS,2017,2024,8,2423,1319,1104,54.43664878,302.875,0.04824034,0.388564721,61.14352789,15.88599069,74.97211818,,395.7337682,,0.388564721
BELAGAVI DIST,KHANAPUR PS,2019,2024,6,1859,1018,841,54.76062399,309.8333333,0.049355994,0.299834082,70.01659177,15.64030661,74.47761795,,305.4345492,,0.299834082
BELAGAVI DIST,CHIKKODI PS,2019,2024,6,1905,1034,871,54.27821522,317.5,0.050585217,0.304551547,69.54484526,16.38629422,74.62844993,,310.2354097,,0.304551547
BELAGAVI DIST,SANKESHWAR PS,2019,2024,6,1872,1036,836,55.34188034,312,0.049703383,0.305140518,69.48594817,16.25927921,74.45458273,,310.8347924,,0.305140518
BELAGAVI DIST,YAMAKANMARDI PS,2019,2024,6,1904,1051,853,55.19957983,317.3333333,0.050558495,0.309562937,69.04370627,16.122704,74.56529244,,315.3353909,,0.309562937
BELAGAVI DIST,GHATAPRABHA PS,2019,2024,6,2142,1157,985,54.01493931,357,0.05691839,0.340814917,65.91850832,16.24629546,74.81351784,,347.1398429,,0.340814917
BELAGAVI DIST,RAIBAG PS,2019,2024,6,2184,1199,985,54.8992674,364,0.058040725,0.353196815,64.68031848,16.45104349,74.79191675,,359.7406285,,0.353196815
BELAGAVI DIST,BAILAHONGAL PS,2019,2024,6,2436,1314,1122,53.9408867,406,0.064774731,0.38710215,61.28978495,15.78694669,74.81956305,,394.2453423,,0.38710215
BELAGAVI DIST,ATHANI PS,2017,2024,7,3321,1841,1480,55.43510991,474.4285714,0.075746123,0.542463355,45.75366449,16.72841839,75.04877636,,552.3530223,,0.542463355
BELAGAVI DIST,SOUNDATTI PS,2019,2024,6,2962,1621,1341,54.72653612,493.6666667,0.078830634,0.477611957,52.23880427,15.78510334,75.1290733,,486.3551814,,0.477611957
BENGALURU CITY,WEST WOMEN PS,2024,2024,1,6,3,3,50,6,0.000641334,0.000590019,99.94099814,12.667514,77.53574867,,0.900448934,,0.000590019
BENGALURU CITY,CYBER CRIME POLICE STATION,2019,2024,4,70,35,35,50,17.5,0.002485169,0.010024526,98.9975474,12.92889403,77.57644594,,10.50173962,,0.010024526
BENGALURU CITY,HULIMAVU TRAFFIC PS,2016,2024,9,177,98,79,55.36723164,19.66666667,0.002832558,0.028596455,97.14035453,12.87175772,77.61082787,,29.40198279,,0.028596455
BENGALURU CITY,CUBBONPARK TRAFFIC PS,2019,2024,5,140,71,69,50.71428571,28,0.004168671,0.020638078,97.93619219,12.97523873,77.59688232,,21.30291807,,0.020638078
BENGALURU CITY,CHICKABANAVARA TRAFFIC PS,2024,2024,1,30,16,14,53.33333333,30,0.004489338,0.004424919,99.55750812,13.11699181,77.5024455,,4.803142536,,0.004424919
BENGALURU CITY,HIGH GROUNDS TRAFFIC PS,2016,2024,9,293,151,142,51.53583618,32.55555556,0.004899079,0.044221679,95.57783215,12.98193069,77.57936329,,45.30342936,,0.044221679
BENGALURU CITY,JAYANAGAR TRAFFIC PS,2016,2024,8,255,136,119,53.33333333,31.875,0.004789963,0.039799773,96.02002274,12.91484072,77.56333436,,40.80335297,,0.039799773
BENGALURU CITY,WILSONGARDEN TRAFFIC PS,2016,2024,8,265,140,125,52.83018868,33.125,0.00499038,0.040979065,95.90209347,12.95192926,77.59546367,,42.00349327,,0.040979065
BENGALURU CITY,ADUGODI TRAFFIC PS,2016,2024,9,309,163,146,52.75080906,34.33333333,0.005184116,0.047759339,95.22406607,12.91036051,77.6012808,,48.90362888,,0.047759339
BENGALURU CITY,ASHOKNAGAR TRAFFIC PS,2016,2024,6,212,110,102,51.88679245,35.33333333,0.00534445,0.032135647,96.78643529,12.92907825,77.61409562,,33.00374111,,0.032135647
BENGALURU CITY,CHIKKAJALA TRAFFIC PS,2016,2024,6,195,111,84,56.92307692,32.5,0.004890172,0.032430123,96.75698766,13.12235332,77.46911319,,33.30342312,,0.032430123
BENGALURU CITY,SHIVAJINAGAR PS,2018,2024,7,255,130,125,50.98039216,36.42857143,0.005520053,0.038031542,96.19684576,12.98396894,77.60659348,,39.00386404,,0.038031542
BENGALURU CITY,BANASAWADI TRAFFIC PS,2016,2024,8,283,151,132,53.35689046,35.375,0.00535113,0.044221989,95.57780105,13.05426894,77.57182624,,45.30374579,,0.044221989
BENGALURU CITY,PULAKESHINAGAR TRAFFIC PS,2017,2024,8,287,154,133,53.65853659,35.875,0.005431297,0.045106411,95.48935892,12.99354578,77.53910613,,46.20380191,,0.045106411
BENGALURU CITY,BASAVANAGUDI WOMEN PS,2017,2024,6,270,137,133,50.74074074,45,0.00689434,0.040096009,95.99039912,12.89717189,77.54123891,,41.10482604,,0.040096009
BENGALURU CITY,PUTTENAHALLI PS,2017,2024,8,383,199,184,51.95822454,47.875,0.007355299,0.058373227,94.16267732,12.88470996,77.57493617,,59.70514871,,0.058373227
BENGALURU CITY,MICO LAYOUT TRAFFIC PS,2016,2024,8,390,207,183,53.07692308,48.75,0.007495591,0.060731633,93.92683669,12.91814194,77.60167689,,62.10524691,,0.060731633
BENGALURU CITY,MALLESHWARAM TRAFFIC PS,2018,2024,6,311,162,149,52.09003215,51.83333333,0.007989952,0.047466481,95.25335195,12.99259231,77.56363143,,48.60559297,,0.047466481
BENGALURU CITY,VICTORIA HOSPITAL PS,2016,2016,1,53,27,26,50.94339623,53,0.008177008,0.007670131,99.23298687,12.96216201,77.57353043,,8.105723906,,0.007670131
BENGALURU CITY,AIRPORT TRAFFIC PS,2016,2024,9,476,260,216,54.62184874,52.88888889,0.008159193,0.076355892,92.3644108,12.77580741,77.55344049,,78.00571144,,0.076355892
BENGALURU CITY,K G HALLI TRAFFIC PS,2017,2024,6,335,177,158,52.8358209,55.83333333,0.008631286,0.051888753,94.81112475,13.02518573,77.60415878,,53.1060419,,0.051888753
BENGALURU CITY,DEVANAHALLI PS,2017,2024,7,398,210,188,52.7638191,56.85714286,0.008795437,0.061616893,93.83831066,13.25552277,77.67305814,,63.00615681,,0.061616893
BENGALURU CITY,JEEVAN BHIMA NAGAR (INDIRANAGAR) TRAFFIC PS,2019,2024,5,286,150,136,52.44755245,57.2,0.008850409,0.043929608,95.60703923,12.93286302,77.66450721,,45.00619529,,0.043929608
BENGALURU CITY,JAYAPRAKASH NAGAR PS,2017,2024,8,453,241,212,53.200883,56.625,0.008758217,0.070755318,92.92446818,12.92228026,77.56929544,,72.30613075,,0.070755318
BENGALURU CITY,SIDDAPURA PS,2016,2024,9,525,273,252,52,58.33333333,0.00903212,0.080188746,91.98112542,12.86704978,77.54938036,,81.90632248,,0.080188746
BENGALURU CITY,KAMAKSHIPALYA TRAFFIC PS,2017,2024,8,451,247,204,54.76718404,56.375,0.008718134,0.072524023,92.7475977,12.83659255,77.4637208,,74.10610269,,0.072524023
BENGALURU CITY,CHICKPET TRAFFIC PS,2017,2024,8,454,248,206,54.62555066,56.75,0.008778259,0.072818853,92.71811469,12.9643102,77.5654657,,74.40614478,,0.072818853
BENGALURU CITY,HALASUR GATE TRAFFIC PS,2016,2024,9,565,293,272,51.85840708,62.77777778,0.009744713,0.08608501,91.39149895,12.96486345,77.58536815,,87.9068213,,0.08608501
BENGALURU CITY,BHARATHI NAGAR PS,2016,2024,9,583,297,286,50.94339623,64.77777778,0.01006538,0.087264386,91.2735614,12.98905303,77.60570611,,89.10704577,,0.087264386
BENGALURU CITY,GANGAMMANA GUDI PS,2016,2024,8,516,265,251,51.35658915,64.5,0.010020843,0.077831116,92.21688839,13.0875871,77.51220769,,79.50701459,,0.077831116
BENGALURU CITY,THILAKNAGAR PS,2016,2024,7,464,238,226,51.29310345,66.28571429,0.010307153,0.069872017,93.01279825,12.91073594,77.57557961,,71.40721501,,0.069872017
BENGALURU CITY,THALAGHATTAPURA PS,2016,2024,8,544,289,255,53.125,68,0.010582011,0.084906432,91.50935685,12.79500211,77.52519862,,86.70740741,,0.084906432
BENGALURU CITY,KODIGEHALLI PS,2017,2024,8,564,293,271,51.95035461,70.5,0.010982844,0.086085862,91.39141379,13.06110431,77.57628589,,87.90768799,,0.086085862
BENGALURU CITY,EAST ZONE WOMEN PS,2016,2024,5,321,184,137,57.32087227,64.2,0.009972743,0.053953196,94.60468037,12.96024105,77.58860169,,55.20698092,,0.053953196
BENGALURU CITY,HENNUR TRAFFIC PS,2023,2024,2,133,75,58,56.39097744,66.5,0.01034151,0.021821479,97.8178521,13.05719873,77.63901956,,22.50723906,,0.021821479
BENGALURU CITY,SHANKARPURA PS,2016,2024,9,633,340,293,53.71248025,70.33333333,0.010956122,0.099940914,90.00590862,12.92159869,77.5568843,,102.0076693,,0.099940914
BENGALURU CITY,VIDHANA SOUDHA PS,2016,2024,7,522,269,253,51.53256705,74.57142857,0.011635631,0.079011382,92.09886183,12.98114042,77.59070363,,80.70814494,,0.079011382
BENGALURU CITY,BELLANDURU TRAFFIC PS,2023,2024,2,148,80,68,54.05405405,74,0.011544012,0.02329625,97.67037503,12.91572823,77.67425085,,24.00808081,,0.02329625
BENGALURU CITY,R.M.C. YARD PS,2016,2024,9,705,367,338,52.05673759,78.33333333,0.01223879,0.107901092,89.20989083,13.04958325,77.42403455,,110.1085672,,0.107901092
BENGALURU CITY,CHICKPET PS,2016,2016,1,82,42,40,51.2195122,82,0.012826679,0.01209516,98.79048396,12.96113009,77.57144105,,12.60897868,,0.01209516
BENGALURU CITY,MAHADEVAPURA TRAFFIC PS,2023,2024,2,161,84,77,52.17391304,80.5,0.012586179,0.024476121,97.55238785,12.99113026,77.69583107,,25.20881033,,0.024476121
BENGALURU CITY,SHIVAJINAGAR TRAFFIC PS,2016,2024,9,744,381,363,51.20967742,82.66666667,0.012933568,0.112028612,88.79713883,12.98307694,77.60354365,,114.3090535,,0.112028612
BENGALURU CITY,BIAL PS,2020,2024,5,425,216,209,50.82352941,85,0.01330768,0.063388729,93.66112706,13.19858712,77.67829152,,64.80931538,,0.063388729
BENGALURU CITY,S.J. PARK PS,2016,2024,9,766,389,377,50.78328982,85.11111111,0.013325495,0.114387191,88.56128089,12.95790379,77.58116766,,116.7093278,,0.114387191
BENGALURU CITY,BOMMANAHALLI PS,2016,2024,9,752,392,360,52.12765957,83.55555556,0.013076087,0.115271386,88.47286143,12.8955484,77.61080232,,117.6091533,,0.115271386
BENGALURU CITY,BAGALAGUNTE PS,2017,2024,8,627,350,277,55.82137161,78.375,0.012245471,0.102889688,89.71103121,13.18739529,77.38884463,,105.0085718,,0.102889688
BENGALURU CITY,MAGADI ROAD PS,2016,2024,8,679,354,325,52.13549337,84.875,0.013287638,0.10406956,89.59304403,12.83163103,77.53030185,,106.2093013,,0.10406956
BENGALURU CITY,BYAPPANAHALLI PS,2016,2024,7,643,332,311,51.63297045,91.85714286,0.01440711,0.097584978,90.24150223,12.98685254,77.64880369,,99.61008498,,0.097584978
BENGALURU CITY,MADIVALA TRAFFIC PS,2016,2024,6,528,288,240,54.54545455,88,0.01378868,0.084613848,91.53861515,12.90437416,77.61383112,,86.40965208,,0.084613848
BENGALURU CITY,HEBBAL TRAFFIC PS,2021,2024,4,347,193,154,55.61959654,86.75,0.013588264,0.056608782,94.33912183,13.06015062,77.59226847,,57.90951178,,0.056608782
BENGALURU CITY,INDIRANAGAR PS,2019,2024,4,367,193,174,52.58855586,91.75,0.014389931,0.056609333,94.33906668,12.94350807,77.6369788,,57.91007295,,0.056609333
BENGALURU CITY,KENGERI TRAFFIC PS,2016,2024,6,519,296,223,57.0327553,86.5,0.01354818,0.086971993,91.30280072,12.84262798,77.48347739,,88.80948373,,0.086971993
BENGALURU CITY,CITY MARKET TRAFFIC PS,2016,2024,7,702,360,342,51.28205128,100.2857143,0.015758492,0.105839992,89.41600084,12.95885872,77.58132817,,108.0110309,,0.105839992
BENGALURU CITY,VIJAYANAGAR TRAFFIC PS,2016,2024,6,594,309,285,52.02020202,99,0.015552349,0.090805625,90.91943752,12.97646528,77.53900272,,92.71088664,,0.090805625
BENGALURU CITY,UPPARPET PS,2016,2024,9,917,469,448,51.14503817,101.8888889,0.016015535,0.137972139,86.20278606,12.97129876,77.55984601,,140.7112109,,0.137972139
